last,first,state,cabc,caic,cbill,claw,cpass,sabc,saic,sbill,slaw,spass,ssabc,ssaic,ssbill,sslaw,sspass,congress,cgnum,icpsr,year,dem,majority,elected,female,afam,latino,votepct,dwnom1,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,allbill,allaic,allabc,allpass,alllaw,les,lagles,meddist,power,up_for_reelection,freshman,majparty_dist,deleg_size,benchmark,expectation,cong_icpsr,icpsr_2,name,party,count_co_by_mem_sn,count_spon_by_mem_sn,count_dem_co_sn,count_rep_co_sn,count_spon_cosponsored_SN,mean_cospon_spon_SN,mean_pct_cospon_opp_spon_SN,count_opposing_co_spon_sn,cong,cong_icpsr_2,count_co_by_mem_sn_nc,count_spon_by_mem_sn_nc,count_dem_co_sn_nc,count_rep_co_sn_nc,count_spon_cosponsored_SN_nc,mean_cospon_spon_SN_nc,mean_pct_cospon_opp_spon_SN_nc,count_opposing_co_spon_sn_nc,mean_prop_cospon_opp_spon_SN_ss,prop_co_bipart_ss,votepct_sq,perc_co_bipart,mean_prop_cospon_opp_spon_SN,prop_co_bipart,pct_aic,pct_abc,pct_pass,pct_law,gridlock,post1994,bipart_sq,prop_spon_bi_cospon,prop_spon_bi_cospon_all,count_spon_no_cospon,prop_spon_no_cospon,mean_prop_cospon_opp_spon_SN_nc,perc_co_bipart_nc,prop_co_bipart_nc,normbipart,time,majsize,majmargin,demmd,repmd,ptydiff,normptydiff,normvotepct,nonclaw
Snowe,Olympia,ME,0,0,0,0,0,3,4,46,1,2,0,0,0,0,0,112,2033,14661,2010,0,0,1994,1,0,0,74,0.03200000151991844,0,0,9,1,0.16099999845027924,0,0,46,4,3,2,1,1.0824573040008545,1.0580562353134155,0.22100000083446503,1,1,0,0.37776920199394226,2,0.5567724108695984,3,112.14661,14661,649,200,190,46,145,45,41,6.07317073170732,67.2344267466219,37,112,112.14661,188,45,143,45,40,6.075,67.2486207486208,36,NA,1,5476,76.31579,0.67234427,0.7631579,8.695652,6.521739,66.666664,50,97.82609,1,0.4520468,0.902439,0.8043478,5,0.10869565,0.6724862,76.06383,0.7606383,2.3993063,19,52,2,-0.3505,0.52,0.87049997,1.5911962,1.5105788,1
Levin,Carl,MI,1,1,11,0,1,8,6,58,2,3,2,0,2,0,2,112,2003,14709,2010,1,1,1978,0,0,0,63,-0.4320000112056732,1,1,17,0,0,0,0,71,7,11,6,2,2.6612677574157715,3.0736279487609863,0.24300001561641693,1,0,0,0.0862308144569397,15,2.4714267253875732,2,112.14709,14709,436,100,87,71,78,8,14,5.21428571428571,23.4935190292333,6,112,112.14709,84,60,75,8,14,5.21428571428571,23.4935190292333,6,NA,0,3969,9.195402,0.2349352,0.09195402,9.859155,15.492958,54.545456,33.333332,97.1831,1,0.055194546,0.42857143,0.08450704,57,0.80281690000000006,0.2349352,9.523809,0.0952381,-0.22075053,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.34474128,2
Stabenow,Debbie,MI,0,0,0,0,0,4,2,34,1,1,1,0,1,0,1,112,2034,29732,2010,1,1,2000,1,0,0,57,-0.38100001215934753,1,1,6,1,0.515999972820282,1,0,35,2,5,2,1,1.2292591333389282,0.38515669107437134,0.19200001657009125,1,1,0,0.03523081168532371,15,2.223677635192871,2,112.29732,29732,655,100,177,35,158,18,25,7,32.589898989899,16,112,112.29732,173,35,154,18,25,7,32.589898989899,16,NA,0,3249,10.169492,0.32589898,0.10169492,5.714286,14.285714,40,50,97.14286,1,0.10621014,0.64,0.45714286,10,0.2857143,0.32589898,10.404624,0.10404624,0.32411766,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.29117,1
Franken,Al,MN,0,0,0,0,0,2,5,30,0,0,0,0,0,0,0,112,1978,40904,2010,1,1,2008,0,0,0,42,-0.4659999907016754,0,1,2,0,0,0,0,30,5,2,0,0,0.42984625697135925,0.130499467253685,0.27699998021125793,0,0,0,0.1202307939529419,8,1.0554442405700684,1,112.40904,40904,261,100,270,30,248,17,27,7.07407407407407,15.5523899968344,10,112,112.40904,267,30,245,17,27,7.07407407407407,15.5523899968344,10,NA,0,1764,6.296296,0.1555239,0.062962964,16.666666,6.6666665,0,NA,100,1,0.024187682,0.37037036,0.33333334,3,0.1,0.1555239,6.367041,0.06367041,-0.69641995,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-1.8809483,0
Klobuchar,Amy,MN,0,0,0,0,0,9,10,82,3,3,1,0,1,0,0,112,1996,40700,2010,1,1,2006,1,0,0,58,-0.2770000100135803,0,1,3,0,0,0,0,83,10,10,3,3,2.5788612365722656,1.9224357604980469,0.08800000697374344,0,1,0,0.0687691867351532,8,1.0779669284820557,3,112.407,40700,415,100,262,83,214,45,49,4.59183673469388,40.0858561133781,36,112,112.407,260,83,212,45,49,4.59183673469388,40.0858561133781,36,0,0,3364,17.175573,0.40085855,0.17175573,12.048193,12.048193,30,100,96.385544,1,0.16068758,0.7346939,0.43373495,34,0.40963855,0.40085855,17.307692,0.17307691,0.7731215,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.18518479,3
Blunt,Roy,MO,1,1,1,1,1,0,0,10,0,0,0,0,0,0,0,112,1953,29735,2010,0,0,2010,0,0,0,54,0.5070000290870667,0,0,1,0,0,0,0,11,1,1,1,1,0.15600357949733734,NA,0.6960000395774841,1,0,1,0.8527692556381226,9,0.37659135460853577,1,112.29735,29735,62,200,237,11,102,135,11,10.5454545454545,36.046566046566,7,112,112.29735,232,10,98,134,10,11.5,29.6512226512226,6,NA,0.5,2916,43.037975,0.36046565,0.43037975,9.090909,9.090909,100,100,90.90909,1,0.12993549,0.6363636,0.6363636,0,0,0.29651222,42.24138,0.4224138,0.5311701,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.6091257,0
McCaskill,Claire,MO,0,0,0,0,0,2,3,22,0,0,0,0,0,0,0,112,2008,40701,2010,1,1,2006,1,0,0,50,-0.26100000739097595,0,1,3,1,0.17399999499320984,0,0,22,3,2,0,0,0.31654584407806396,1.0932551622390747,0.07200000435113907,1,1,0,0.08476918935775757,9,1.0779669284820557,1,112.40701,40701,470,100,153,22,104,47,13,5.30769230769231,47.4450549450549,9,112,112.40701,149,22,101,46,13,5.30769230769231,47.4450549450549,9,NA,0,2500,30.718954,0.47445056,0.30718955,13.636364,9.090909,0,NA,100,1,0.22510333,0.6923077,0.4090909,9,0.4090909,0.47445056,30.872482,0.30872482,1.2139337,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-1.0330665,0
Cochran,Thad,MS,2,2,2,1,2,2,3,5,0,1,0,0,0,0,0,112,1966,14009,2010,0,0,1978,0,0,0,61,0.367000013589859,0,0,17,0,0,0,0,7,5,4,3,1,0.5022512674331665,0.08284533768892288,0.5559999942779541,1,0,0,0.7127692103385925,4,0.7369534969329834,2,112.14009,14009,157,200,158,7,68,90,5,5.2,22.3809523809524,2,112,112.14009,155,5,66,89,5,5.2,22.3809523809524,2,NA,0,3721,43.037975,0.22380953,0.43037975,71.42857,57.142857,75,33.333332,85.71429,1,0.050090704,0.4,0.2857143,2,0.2857143,0.22380953,42.580647,0.42580646,-0.28739268,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.13277087,0
Wicker,Roger,MS,0,0,0,0,0,2,2,10,1,1,0,0,0,0,0,112,2044,29534,2010,0,0,2007,0,0,0,55,0.4830000102519989,0,0,3,1,0.10700000077486038,0,0,10,2,2,1,1,0.6383873224258423,0.15098772943019867,0.671999990940094,1,1,0,0.8287692070007324,4,0.4216366410255432,3,112.29534,29534,728,200,201,10,64,137,6,10.8333333333333,16.6666666666667,1,112,112.29534,198,10,62,136,6,10.8333333333333,16.6666666666667,1,NA,0.5,3025,31.840796,0.16666667,0.31840795,20,20,50,100,90,1,0.02777778,0.16666667,0.1,4,0.4,0.16666667,31.313131,0.3131313,-0.6296753,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.50314045,1
Baucus,Max,MT,1,1,2,1,1,11,12,55,0,3,1,0,1,0,0,112,1948,14203,2010,1,1,1978,0,0,0,73,-0.1889999955892563,1,1,17,1,0.11400000005960464,0,0,58,13,13,4,1,1.8289157152175903,1.7737748622894287,4.410740217508646e-9,1,0,0,0.15676920115947723,1,2.4714267253875732,2,112.14203,14203,31,100,72,58,62,9,35,7.42857142857143,28.1025855357336,19,112,112.14203,69,56,59,9,34,6.85294117647059,27.9487400122748,18,NA,0,5329,12.5,0.28102586,0.125,22.413794,22.413794,30.76923,25,98.27586,1,0.07897553,0.54285717,0.3275862,23,0.39655173,0.2794874,13.043478,0.13043478,0.055330075,19,52,2,-0.3505,0.52,0.87049997,1.5911962,1.4045935,0
Tester,Jon,MT,0,0,1,0,0,4,19,57,2,2,1,0,1,0,0,112,2035,40702,2010,1,1,2006,0,0,0,49,-0.25999999046325684,0,1,3,1,0.07599999755620956,0,0,59,19,5,2,2,2.105830669403076,0.4073401689529419,0.07099998742341995,1,1,0,0.08576920628547668,1,1.0779669284820557,3,112.40702,40702,685,100,197,59,159,36,43,8,23.051615064269,19,112,112.40702,195,58,157,36,42,7.5,23.6004630419897,19,0,0,2401,18.27411,0.23051615,0.1827411,32.20339,8.474576,40,100,96.61017,1,0.053137697,0.44186047,0.3220339,16,0.27118644,0.23600464,18.461538,0.18461539,-0.24722037,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-1.1390518,2
Burr,Richard,NC,0,0,1,0,0,5,10,28,1,3,0,0,0,0,0,112,1958,29548,2010,0,0,2004,0,0,0,55,0.5460000038146973,0,0,4,0,0,0,0,29,10,5,3,1,1.4201445579528809,1.0588151216506958,0.7350000143051147,1,0,0,0.8917692303657532,13,0.44415926933288574,3,112.29548,29548,106,200,190,29,65,125,22,8.40909090909091,32.1725042634134,13,112,112.29548,186,28,62,124,22,8.40909090909091,32.1725042634134,13,NA,0.5,3025,34.210526,0.32172504,0.34210527,34.482758,17.241379,60,33.333332,96.55173,1,0.103507005,0.59090906,0.44827586,7,0.2413793,0.32172504,33.333332,0.3333333,0.29911602,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.50314045,1
Hagan,Kay,NC,0,0,1,0,0,0,1,112,0,0,0,0,0,0,0,112,1982,40907,2010,1,1,2008,1,0,0,53,-0.23600000143051147,0,1,2,1,0.1979999989271164,0,0,113,1,0,0,0,0.6443458199501038,0.2819565534591675,0.04700000211596489,1,0,0,0.10976919531822205,13,1.0554442405700684,2,112.40907,40907,303,100,124,113,94,29,21,11.8095238095238,33.0884354720413,12,112,112.40907,122,112,92,29,20,8.3,32.4867596846677,11,NA,0,2809,23.387096,0.33088437,0.23387097,0.88495576,0,NA,NA,100,1,0.109484464,0.5714286,0.10619469,92,0.8141593,0.3248676,23.770493,0.23770493,0.3539799,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.7151109,0
Conrad,Kent,ND,0,0,0,0,0,1,2,18,1,1,0,0,0,0,0,112,1968,15502,2010,1,1,1986,0,0,0,69,-0.2919999957084656,1,1,13,0,0,0,0,18,2,1,1,1,0.6357000470161438,0.06787843257188797,0.10299999266862868,1,1,0,0.05376920476555824,1,2.381335973739624,1,112.15502,15502,167,100,84,18,60,24,10,8.5,53.7292568542569,9,112,112.15502,81,18,57,24,10,8.5,53.7292568542569,9,NA,0,4761,28.571428,0.53729254,0.28571427,11.111111,5.5555553,100,100,94.44444,1,0.28868327,0.9,0.5,8,0.44444445,0.53729254,29.62963,0.2962963,1.5903538,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.98065263,1
Hoeven,John,ND,0,0,0,0,0,2,1,10,0,2,0,0,0,0,0,112,1986,41107,2010,0,0,2010,0,0,0,76,0.4300000071525574,0,0,1,0,0,0,0,10,1,2,2,0,0.44661104679107666,NA,0.6190000176429749,1,0,1,0.7757692337036133,1,0.37659135460853577,2,112.41107,41107,350,200,132,10,32,100,10,14.3,34.7828282828283,7,112,112.41107,129,10,30,99,10,14.3,34.7828282828283,7,NA,0,5776,24.242424,0.34782827,0.24242423,10,20,100,0,100,1,0.1209845,0.7,0.7,0,0,0.34782827,23.255814,0.23255813,0.45547295,19,52,2,-0.3505,0.52,0.87049997,1.5911962,1.7225491,0
Johanns,Mike,NE,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,112,1991,40905,2010,0,0,2008,0,0,0,58,0.49300000071525574,0,0,2,0,0,0,0,18,0,0,0,0,0.09776821732521056,0.04699276015162468,0.6819999814033508,0,0,0,0.8387691974639893,3,0.3991140127182007,1,112.40905,40905,385,200,181,18,44,137,14,18.6428571428571,20.8250479679051,9,112,112.40905,179,18,42,137,14,18.6428571428571,20.8250479679051,9,NA,0.5,3364,24.309393,0.20825048,0.24309392,0,0,NA,NA,100,1,0.04336826,0.64285713,0.5,4,0.22222222,0.20825048,23.463688,0.23463687,-0.38059056,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.18518479,0
Nelson,Ben,NE,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,112,2016,40103,2010,1,1,2000,0,0,0,64,-0.03700000047683716,0,1,6,0,0,0,0,20,0,0,0,0,0.10863135010004044,0.5474876165390015,0.15199999511241913,1,1,0,0.30876919627189636,3,1.1455347537994385,1,112.40103,40103,525,100,73,20,45,28,6,3.33333333333333,28.75,3,112,112.40103,71,20,43,28,6,3.33333333333333,28.75,3,NA,0,4096,38.356163,0.2875,0.38356164,0,0,NA,NA,100,1,0.08265625,0.5,0.15,14,0.7,0.2875,39.43662,0.39436617,0.09410981,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.4507265,0
Ayotte,Kelly,NH,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,112,1946,41106,2010,0,0,2010,1,0,0,60,0.36899998784065247,0,0,1,0,0,0,0,11,1,0,0,0,0.09467117488384248,NA,0.5579999685287476,1,0,1,0.714769184589386,2,0.37659135460853577,1,112.41106,41106,20,200,135,11,34,101,11,5.54545454545455,16.969696969697,6,112,112.41106,133,11,33,100,11,5.54545454545455,16.969696969697,6,NA,1,3600,25.185184,0.16969697,0.25185186,9.090909,0,NA,NA,100,1,0.028797062,0.54545456,0.54545456,0,0,0.16969697,24.81203,0.24812031,-0.611524,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.026785644,0
Shaheen,Jeanne,NH,0,0,0,0,0,1,2,15,0,0,0,0,0,0,0,112,2031,40906,2010,1,1,2008,1,0,0,52,-0.3240000009536743,0,1,2,1,0.02700000070035457,0,0,15,2,1,0,0,0.19746115803718567,0.17187339067459106,0.13500000536441803,1,0,0,0.0217691995203495,2,1.0554442405700684,1,112.40906,40906,633,100,159,15,136,22,12,5.58333333333333,48.77442002442,11,112,112.40906,157,15,134,22,12,5.58333333333333,48.77442002442,11,NA,0,2704,13.836478,0.4877442,0.13836478,13.333333,6.6666665,0,NA,100,1,0.23789442,0.9166667,0.73333335,3,0.2,0.4877442,14.012739,0.14012739,1.2935619,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.8210961,0
Lautenberg,Frank,NJ,0,0,0,0,0,6,8,53,0,1,1,1,1,0,0,112,2000,14914,2010,1,1,2002,0,0,0,56,-0.4650000035762787,0,1,5,0,0,0,0,54,9,7,1,0,1.1496397256851196,1.127448797225952,0.2759999930858612,1,0,0,0.11923080682754517,13,1.1230121850967407,2,112.14914,14914,424,100,188,54,177,9,40,5.225,5.43650793650794,5,112,112.14914,185,54,174,9,40,5.225,5.43650793650794,5,0,0,3136,4.787234,0.05436508,0.04787234,16.666666,12.962963,14.285714,0,100,1,0.002955562,0.125,0.09259259,14,0.25925925,0.05436508,4.864865,0.048648648,-1.3023559,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.39715523,0
Menendez,Robert,NJ,0,0,0,0,0,2,3,179,0,0,1,0,1,0,0,112,2010,29373,2010,1,1,2006,0,0,1,53,-0.42899999022483826,0,1,4,1,0.2440000027418137,0,0,180,3,3,0,0,1.272444725036621,1.1476151943206787,0.23999999463558197,1,1,0,0.08323079347610474,13,1.1004894971847534,2,112.29373,29373,490,100,188,180,172,14,47,10.0851063829787,17.5898240412792,19,112,112.29373,183,179,168,13,46,10.0869565217391,17.7548202160896,18,0,0,2809,7.4468083,0.17589824,0.07446808,1.6666666,1.6666666,0,NA,100,1,0.03094019,0.40425533,0.10555556,133,0.73888886,0.1775482,7.103825,0.07103825,-0.5743787,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.7151109,0
Bingaman,Jeff,NM,0,0,0,0,0,16,25,54,1,3,0,0,0,0,0,112,1951,14912,2010,1,1,1982,0,0,0,71,-0.34700000286102295,1,1,15,0,0,0,0,54,25,16,3,1,2.5916755199432373,2.367818832397461,0.15800000727176666,1,1,0,0.00123080285266041,3,2.426381349563598,2,112.14912,14912,58,100,110,54,94,14,44,5.27272727272727,28.9002297799952,25,112,112.14912,106,54,90,14,44,5.27272727272727,28.9002297799952,25,NA,0,5041,12.727273,0.2890023,0.12727273,46.296295,29.62963,18.75,33.333332,98.14815,1,0.08352233,0.5681818,0.46296296,10,0.18518518,0.2890023,13.207547,0.13207547,0.10310854,19,52,2,-0.3505,0.52,0.87049997,1.5911962,1.192623,1
Udall,Tom,NM,0,0,0,0,0,2,2,20,0,1,0,0,0,0,0,112,2039,29924,2010,1,1,2008,0,0,0,61,-0.40400001406669617,0,0,2,0,0,0,0,20,2,2,1,0,0.4033047258853912,0.5376480221748352,0.21500001847743988,1,0,0,0.05823081359267235,3,0.738227367401123,2,112.29924,29924,706,100,134,20,123,10,17,4.58823529411765,15.3544494720965,7,112,112.29924,132,19,121,10,16,4.25,14.4391025641026,6,NA,0,3721,7.4626865,0.1535445,0.07462686,10,10,50,0,100,1,0.023575913,0.4117647,0.35,3,0.15,0.14439103,7.5757575,0.07575758,-0.70827645,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.13277087,0
Ensign,John,NV,0,0,0,0,0,1,2,27,0,0,0,0,0,0,0,112,1975,29537,2010,0,0,2000,0,0,0,55,0.6869999766349792,0,0,6,0,0,0,0,27,2,1,0,0,0.26263996958732605,0.22448498010635376,0.8759999871253967,1,1,0,1.0327692031860352,3,0.4892045259475708,2,112.29537,29537,234,200,40,27,15,25,11,5.27272727272727,13.3766233766234,4,112,112.29537,39,27,14,25,11,5.27272727272727,13.3766233766234,4,NA,NA,3025,37.5,0.13376623,0.375,7.4074073,3.7037036,0,NA,100,1,0.017893406,0.36363637,0.14814815,16,0.5925926,0.13376623,35.897434,0.35897434,-0.8267472,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.50314045,0
Heller,Dean,NV,0,0,0,0,0,0,3,26,0,0,1,0,1,0,0,112,1985,20730,2010,0,0,2011,0,0,0,NA,0.4090000092983246,0,0,1,1,0.1379999965429306,0,0,27,3,1,0,0,0.34913524985313416,NA,0.5979999899864197,0,1,1,0.7547692060470581,3,0.37659135460853577,2,112.2073,20730,343,200,150,27,75,75,14,4.5,16.739926739926702,4,112,112.2073,146,27,71,75,14,4.5,16.739926739926702,4,NA,0.5,NA,50,0.16739927,0.5,11.111111,3.7037036,0,NA,100,1,0.028022517,0.2857143,0.14814815,13,0.4814815,0.16739927,48.63014,0.4863014,-0.62528706,19,52,2,-0.3505,0.52,0.87049997,1.5911962,NA,0
Reid,Harry,NV,0,0,0,0,0,5,5,32,1,1,4,0,4,0,1,112,2022,15054,2010,1,1,1986,0,0,0,50,-0.39500001072883606,0,0,13,1,0.12999999523162842,1,0,36,5,9,2,1,1.6787357330322266,1.2581287622451782,0.20600001513957977,0,0,0,0.04923081025481224,3,0.9859763979911804,3,112.15054,15054,575,100,53,36,46,6,24,7.54166666666667,32.2222222222222,9,112,112.15054,50,36,44,5,24,7.54166666666667,32.2222222222222,9,0,0,2500,11.320755,0.32222223,0.11320755,13.888889,25,22.222221,50,97.22222,1,0.10382717,0.375,0.25,12,0.33333334,0.32222223,10,0.1,0.30209416,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-1.0330665,1
Gillibrand,Kirsten,NY,0,0,1,0,0,1,3,67,0,0,0,0,0,0,0,112,1979,20735,2010,1,1,2009,1,0,0,63,-0.4749999940395355,0,0,2,0,0,0,0,68,3,1,0,0,0.5159128904342651,0.7719834446907043,0.28599998354911804,1,1,0,0.129230797290802,29,0.738227367401123,2,112.20735,20735,269,100,310,68,281,23,38,8.89473684210526,14.8849358117093,12,112,112.20735,304,67,275,23,37,9.10810810810811,15.2872313741879,12,NA,0,3969,7.419355,0.14884935,0.07419355,4.4117646,1.4705882,0,NA,100,1,0.02215613,0.31578946,0.1764706,30,0.44117647,0.15287231,7.5657897,0.0756579,-0.7364001,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.34474128,0
Schumer,Charles,NY,1,1,2,0,0,8,13,131,1,2,0,0,1,0,0,112,2029,14858,2010,1,1,1998,0,0,0,66,-0.4020000100135803,1,1,7,1,0.5149999856948853,1,0,134,14,9,2,1,2.118403434753418,2.268109083175659,0.21300001442432404,1,0,0,0.0562308095395565,29,2.2462003231048584,2,112.14858,14858,620,100,254,134,235,18,57,6.91228070175439,20.1302913363521,29,112,112.14858,250,132,231,18,56,7.01785714285714,20.4897608245013,29,0.4,0,4356,7.086614,0.20130292,0.07086614,10.447762,6.716418,22.222221,50,99.25373,1,0.040522862,0.50877196,0.21641791,77,0.57462686,0.20489761,7.2,0.072,-0.42220607,19,52,2,-0.3505,0.52,0.87049997,1.5911962,0.66269696,1
Brown,Sherrod,OH,1,1,2,1,1,5,10,109,0,3,0,0,0,0,0,112,1957,29389,2010,1,1,2006,0,0,0,56,-0.4900000095367432,0,1,3,1,0.30399999022483826,0,0,111,11,6,4,1,1.672391057014465,1.055833339691162,0.3009999990463257,1,1,0,0.14423081278800964,18,1.0779669284820557,3,112.29389,29389,87,100,248,111,222,17,53,3.77358490566038,26.1404476027118,20,112,112.29389,245,109,220,16,52,3.82692307692308,24.7200715950716,19,NA,0,3136,6.854839,0.26140448,0.06854839,9.90991,5.4054055,66.666664,25,99.0991,1,0.06833231,0.3773585,0.18018018,58,0.5225225,0.24720071,6.5306125,0.06530613,-0.062200896,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.39715523,0
Portman,Rob,OH,0,0,1,0,0,1,4,18,0,1,0,0,0,0,0,112,2019,29386,2010,0,0,2010,0,0,0,57,0.44200000166893005,0,0,1,0,0,0,0,19,4,1,1,0,0.41723597049713135,NA,0.6309999823570251,1,0,1,0.7877691984176636,18,0.37659135460853577,2,112.29386,29386,558,200,109,19,43,66,14,11.5714285714286,52.6868546511404,13,112,112.29386,106,18,40,66,13,9.61538461538461,53.6211865058019,12,NA,0,3249,39.449543,0.5268685,0.39449543,21.052631,5.263158,100,0,100,1,0.27759045,0.9285714,0.68421054,5,0.2631579,0.53621185,37.735847,0.37735847,1.5279145,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.29117,0
Coburn,Tom,OK,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,112,1965,29555,2010,0,0,2004,0,0,0,71,0.746999979019165,0,0,4,0,0,0,0,22,0,0,0,0,0.1194944903254509,0.14054489135742188,0.9359999895095824,1,0,0,1.0927691459655762,5,0.44415926933288574,1,112.29555,29555,155,200,172,22,31,141,19,8.8421052631579,47.5380186910658,15,112,112.29555,169,22,29,140,19,8.8421052631579,47.5380186910658,15,NA,1,5041,18.023256,0.47538018,0.18023257,0,0,NA,NA,100,1,0.22598632,0.7894737,0.6818182,3,0.13636364,0.47538018,17.159763,0.17159763,1.2195021,19,52,2,-0.3505,0.52,0.87049997,1.5911962,1.192623,0
Inhofe,James,OK,0,0,0,0,0,3,3,27,1,1,0,0,0,0,0,112,1988,15424,2010,0,0,1994,0,0,0,57,0.7649999856948853,0,0,9,1,0.25,0,0,27,3,3,1,1,0.8117876648902893,0.19837789237499237,0.9539999961853028,1,0,0,1.1107691526412964,5,0.5567724108695984,2,112.15424,15424,368,200,174,27,37,137,17,14.3529411764706,11.3683375448081,4,112,112.15424,171,27,35,136,17,14.3529411764706,11.3683375448081,4,NA,0.666666666666667,3249,21.264368,0.11368337,0.21264368,11.111111,11.111111,33.333332,100,96.296295,1,0.012923909,0.23529412,0.14814815,10,0.37037036,0.11368337,20.467836,0.20467836,-0.94704247,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.29117,1
Merkley,Jeff,OR,0,0,0,0,0,1,8,30,0,1,0,0,0,0,0,112,2011,40908,2010,1,1,2008,0,0,0,49,-0.4189999997615814,0,0,2,1,0.1589999943971634,0,0,30,8,1,1,0,0.6210241913795471,0.6576327085494995,0.2300000041723251,0,0,0,0.0732308030128479,5,0.738227367401123,2,112.40908,40908,492,100,224,30,203,17,27,5.07407407407407,17.7491181657848,10,112,112.40908,222,30,201,17,27,5.07407407407407,17.7491181657848,10,NA,0,2401,7.589286,0.17749119,0.07589286,26.666666,3.3333333,100,0,100,1,0.031503122,0.37037036,0.33333334,3,0.1,0.17749119,7.6576576,0.076576576,-0.56483704,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-1.1390518,0
Wyden,Ron,OR,0,0,0,0,0,8,18,75,3,3,0,0,0,0,0,112,2045,14871,2010,1,1,1996,0,0,0,57,-0.3650000095367432,0,1,9,0,0,0,0,75,18,8,3,3,2.6709492206573486,1.813852310180664,0.17600001394748688,1,0,0,0.01923080906271934,5,1.2131026983261108,3,112.14871,14871,740,100,194,75,165,27,52,4.73076923076923,27.1617695854186,27,112,112.14871,190,75,161,27,52,4.73076923076923,27.1617695854186,27,NA,0,3249,13.917526,0.2716177,0.13917527,24,10.666667,37.5,100,96,1,0.07377618,0.5192308,0.36,23,0.30666667,0.2716177,14.210526,0.14210527,-0.0010242175,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.29117,3
Casey,Robert,PA,0,0,1,0,0,2,8,208,0,1,2,0,2,0,0,112,1962,40703,2010,1,1,2006,0,0,0,59,-0.34200000762939453,0,1,3,0,0,0,0,211,8,4,1,0,1.841354727745056,0.7408640384674072,0.15300001204013824,0,1,0,0.003769192378968,19,1.0779669284820557,3,112.40703,40703,133,100,194,212,166,26,46,6.19565217391304,15.1514246622942,15,112,112.40703,189,211,162,25,46,6.19565217391304,15.1514246622942,15,0,0,3481,13.402061,0.15151425,0.13402061,3.791469,1.8957345,25,0,100,1,0.022956567,0.32608697,0.070754714,166,0.7830189,0.15151425,13.227513,0.13227513,-0.7204375,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.079199575,0
Toomey,Pat,PA,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,112,2037,29935,2010,0,0,2010,0,0,0,51,0.5659999847412109,0,0,1,0,0,0,0,21,2,0,0,0,0.1839107722043991,NA,0.7549999952316284,0,0,1,0.9117692112922668,19,0.37659135460853577,1,112.29935,29935,696,200,118,21,25,93,14,7.92857142857143,41.9884877027734,9,112,112.29935,115,21,23,92,14,7.92857142857143,41.9884877027734,9,NA,0,2601,21.186441,0.4198849,0.21186441,9.523809,0,NA,NA,100,1,0.17630333,0.64285713,0.42857143,7,0.33333334,0.4198849,20,0.2,0.88708824,19,52,2,-0.3505,0.52,0.87049997,1.5911962,-0.92708135,0
